SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
SV36,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.099186, -118.328584)"
SV360,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097559, -118.330361)"
SV361,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097486, -118.330359)"
SV362,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.09731, -118.330358)"
SV364,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097126, -118.330358)"
SV365,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097068, -118.330356)"
SV366,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.096995, -118.330357)"
SV367,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.096941, -118.330357)"
SV368,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.096778, -118.330354)"
SV369,1401 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.09672, -118.330355)"
SV37,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.099113, -118.328624)"
SV374,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.09643, -118.330208)"
SV376,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096609, -118.330207)"
SV377,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096667, -118.330208)"
SV378,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096754, -118.330228)"
SV379,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096821, -118.33023)"
SV38,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.099069, -118.328646)"
SV380,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096995, -118.330209)"
SV381,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.09719, -118.330209)"
SV382,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.09725, -118.330209)"
SV383,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097325, -118.33021)"
SV384,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097383, -118.330211)"
SV385,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097547, -118.330214)"
SV386,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097604, -118.330213)"
SV387,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097684, -118.330215)"
SV388,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097741, -118.330215)"
SV39,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098997, -118.328684)"
SV392,1401 VINE ST,Single-Space,FLAT,$1.00,30MIN,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097476, -118.326781)"
SV393,1401 VINE ST,Single-Space,FLAT,$1.00,30MIN,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097419, -118.32678)"
SV394,1401 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097222, -118.326776)"
SV394A,1401 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097167, -118.326777)"
SV394B,1401 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097095, -118.326776)"
SV395,1401 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097041, -118.326778)"
SV395A,1401 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.096971, -118.326776)"
SV397,1401 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.096409, -118.326774)"
SV4,6301 SUNSET BL,Single-Space,TOD,$0.5 - $1.5,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098095, -118.327534)"
SV40,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098839, -118.328766)"
SV403A,1301 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095091, -118.326769)"
SV403B,1301 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095015, -118.326767)"
SV403C,1301 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.094961, -118.326767)"
SV404,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.094062, -118.326764)"
SV404A,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.094007, -118.326764)"
SV405,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093931, -118.326762)"
SV405A,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093877, -118.326762)"
SV406,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093798, -118.326762)"
SV406A,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093667, -118.32676)"
SV407,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093374, -118.32676)"
SV408,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093088, -118.326756)"
SV409,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093014, -118.326757)"
SV410,1201 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.092961, -118.326757)"
SV411,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093068, -118.326516)"
SV411A,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093114, -118.326517)"
SV411B,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093187, -118.326516)"
SV412,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093244, -118.326518)"
SV412A,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093313, -118.326518)"
SV412B,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093374, -118.326519)"
SV413,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093703, -118.326518)"
SV414,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093757, -118.326519)"
SV415,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.093835, -118.326519)"
SV416,1200 VINE ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.09389, -118.326519)"
SV419,6200 FOUNTAIN AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.094271, -118.325848)"
SV42,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098706, -118.328818)"
SV420,6200 FOUNTAIN AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.09427, -118.32578)"
SV425,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.094637, -118.326524)"
SV426,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.094689, -118.326524)"
SV427,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.094767, -118.326523)"
SV43,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098654, -118.328823)"
SV432,6200 AFTON PL,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095231, -118.326322)"
SV433,6200 AFTON PL,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095232, -118.326254)"
SV437,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095778, -118.326528)"
SV438,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095854, -118.326528)"
SV439,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095908, -118.326531)"
SV44,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098557, -118.328823)"
SV440,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.095981, -118.32653)"
SV441,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.096033, -118.326531)"
SV446,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097316, -118.326535)"
SV446A,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.097364, -118.326537)"
SV447,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097584, -118.323782)"
SV448,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097525, -118.323781)"
SV449,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097448, -118.323783)"
SV45,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098465, -118.328823)"
SV450,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097394, -118.323782)"
SV451,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097318, -118.323783)"
SV452,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097259, -118.323782)"
SV453,1401 EL CENTRO AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.09719, -118.323782)"
SV454,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097208, -118.323658)"
SV455,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097354, -118.323659)"
SV456,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097402, -118.32366)"
SV457,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.09748, -118.32366)"
SV458,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097531, -118.32366)"
SV459,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097605, -118.32366)"
SV46,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098396, -118.328823)"
SV460,1400 EL CENTRO AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097654, -118.323661)"
SV469,1400 GOWER ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096994, -118.322207)"
SV46A,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.098334, -118.328822)"
SV47,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098732, -118.32942)"
SV470,1400 GOWER ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097053, -118.322207)"
SV471,1400 GOWER ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097123, -118.322208)"
SV472,1400 GOWER ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097185, -118.322207)"
SV472A,1400 GOWER ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097264, -118.322207)"
SV473,1400 GOWER ST,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.097521, -118.322208)"
SV48,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098787, -118.32942)"
SV480,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097925, -118.3219)"
SV481,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097926, -118.321806)"
SV482,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097926, -118.321734)"
SV483,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097922, -118.321485)"
SV484,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097924, -118.321419)"
SV485,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097933, -118.320976)"
SV486,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097933, -118.320911)"
SV487,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097933, -118.320818)"
SV488,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097933, -118.320753)"
SV489,6000 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097933, -118.320668)"
SV49,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098866, -118.32942)"
SV490,5900 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.09794, -118.319465)"
SV493,5900 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097945, -118.318779)"
SV495,5900 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097947, -118.318494)"
SV50,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098945, -118.32942)"
SV506,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.09816, -118.316422)"
SV506A,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098161, -118.316479)"
SV507,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098157, -118.317002)"
SV507A,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098156, -118.317064)"
SV508,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098155, -118.317283)"
SV508A,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098154, -118.317352)"
SV51,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099004, -118.329421)"
SV518,5901 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098146, -118.31917)"
SV518A,5901 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098146, -118.319236)"
SV519,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.09814, -118.319919)"
SV52,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099079, -118.329424)"
SV520,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098137, -118.320315)"
SV522,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098131, -118.321081)"
SV523,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.09813, -118.321278)"
SV523A,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.09813, -118.321412)"
SV524A,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098128, -118.321686)"
SV525,1500 GOWER ST,Single-Space,FLAT,$1.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098257, -118.322228)"
SV527,1500 GOWER ST,Single-Space,FLAT,$1.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098522, -118.32223)"
SV528,1500 GOWER ST,Single-Space,FLAT,$1.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098576, -118.322231)"
SV529,1500 GOWER ST,Single-Space,FLAT,$1.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098655, -118.32223)"
SV53,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099133, -118.329424)"
SV530,1500 GOWER ST,Single-Space,FLAT,$1.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098712, -118.322232)"
SV531,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099546, -118.32241)"
SV531A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099471, -118.32241)"
SV532,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099419, -118.322409)"
SV532A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099345, -118.322409)"
SV533,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099293, -118.322408)"
SV533A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099106, -118.322407)"
SV534,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099056, -118.322406)"
SV534A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098971, -118.322405)"
SV535,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098919, -118.322405)"
SV535A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098782, -118.322404)"
SV536,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098727, -118.322403)"
SV536A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.09865, -118.322402)"
SV537,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098595, -118.322402)"
SV538A,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098386, -118.3224)"
SV539,1501 GOWER ST,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098331, -118.3224)"
SV53A,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099214, -118.329424)"
SV54,1500 CAHUENGA BL,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.099268, -118.329423)"
SV540,1500 EL CENTRO AV,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098257, -118.323662)"
SV541,1500 EL CENTRO AV,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098304, -118.323662)"
SV542,1500 EL CENTRO AV,Single-Space,FLAT,$1.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098381, -118.323662)"
